drugName,Review,rating,Processed_Review,sentiment_score
Zofran,Zofran saved my life literally My morning sickness was horrendous and this is the only thing that made me feel great,10,zofran save life liter my morn sick horrend thing made feel great,0.9999999757856131
Versed,I would like to lodge a complaint I came in for surgery on I told the anesthesiologist that I did not want memory blocking drugs He told me I would be given Propofol which was fine with me I had that before with good results When I woke up in the recovery room and was having issues blurred vision double vision sensation of spinning and loss of balance my husband stated this had not happened before with Propofol I was told I was given Versed a memory blocking drug We were told the procedure went well so I do not know why this sideeffect inducing drug was administered I was sent home while very unsteady on my feet with sensation of spinning and loss of balance I do not believe it was safe to discharge me in that condition Indeed my husband called my son to help him get me into the house Most of all I feel my trust was violated and my wishes were not followed while I was in a vunerable position and this greatly concerns me Next time do I need to request that my husband stay with me through the complete procedure for my own protection from the staff,1,i would like lodg complaint i came surgeri i told anesthesiologist i want memori block drug he told i would given propofol fine i good result when i woke recoveri room issu blur vision doubl vision sensat spin loss balanc husband state happen propofol i told i given vers memori block drug we told procedur went well i know sideeffect induc drug administ i sent home unsteadi feet sensat spin loss balanc i believ safe discharg condit inde husband call son help get hous most i feel trust violat wish follow i vuner posit greatli concern next time i need request husband stay complet procedur protect staff,0.15060055982321502
Plan B,I have used this pill twice My boyfriend and i have been havjng unprotected sex for about yrs We usually use condoms and sometimes we do it without one The first time i took the pill we werent sure if he had came in me I took it the next morning and had no symptoms at all Got my period on time This is the second time i take Plan B I took it after mins of having sex And a week later im getting the worst cramps ever I hope it works because Im stressing out,9,i use pill twice my boyfriend havjng unprotect sex yr we usual use condom sometim without one the first time took pill werent sure came i took next morn symptom got period time thi second time take plan b i took min sex and week later im get worst cramp ever i hope work im stress,0.9945783395320177
Cipro,I am allergic to caffeine and spicy foods that give me all kind urinary infections However just one Cipro pill makes the pain just disappear I have no known side effect from Cipro Cipro is simple awesome,10,i allerg caffein spici food give kind urinari infect howev one cipro pill make pain disappear i known side effect cipro cipro simpl awesom,1.0
Levonorgestrel,So I took plan b and it definitely worked BUT the pain afterwards was TERRIBLE The pain didnt start until after a couple weeks I right before my period The pain I had in my stomach was a pain I never felt before I couldnt even eat As soon as I swallowed food it was pain I couldnt eat for days I guess I cant complain because it worked I rather that than a baby,10,so i took plan b definit work but pain afterward terribl the pain didnt start coupl week i right period the pain i stomach pain i never felt i couldnt even eat as soon i swallow food pain i couldnt eat day i guess i cant complain work i rather babi,0.9999999776482582
Zoloft,I have been taking Zoloft for years I take mg daily I have found that all of my symptoms have diminished In times real stress I take an extra pill All I can say is that none of the previous drugs I took helped me at all I have depression and Post Traumatic Stress Disorder At age I still react to anything that sounds like gunfire I spent years working for the government in the Army the rest in law enforcement I have found that I have no issues to deal with I did once while out of the country lose my prescription while backpacking It was horrible for me and my two friends I take my pill in the evening before bed No side effects at all I found Zoloft to be a God send for me,10,i take zoloft year i take mg daili i found symptom diminish in time real stress i take extra pill all i say none previou drug i took help i depress post traumat stress disord at age i still react anyth sound like gunfir i spent year work govern armi rest law enforc i found i issu deal i countri lose prescript backpack it horribl two friend i take pill even bed no side effect i found zoloft god send,1.0000000894069672
MS Contin,I take mg TIMES A DAY and IT HELPS MY PAIN BUT I TAKE SOMETHING FOR BREAK THROUGH pain It works for me but I would start at a lower dose amp stay at a lower dose as long as I could,8,i take mg time a day it help my pain but i take someth for break through pain it work i would start lower dose amp stay lower dose long i could,0.8746320633217692
Doxycycline,I developed Rosacea when I was pregnant with my first child at age I never had skin issues before even as a teenager I finally went to the doctor and was diagnosed with Papulopustular Rosacea acne plus redness My doctor prescribed Monodox and it has worked WONDERS Within a week almost all the pimplesbumps were gone GONE I only hope that once I finish up the medication days it wont all come back The downside is the cost Thankfully my doctor gave me a discount card from the manufacturer that allows me to buy it for per month Otherwise it was for day supply,10,i develop rosacea i pregnant first child age i never skin issu even teenag i final went doctor diagnos papulopustular rosacea acn plu red my doctor prescrib monodox work wonder within week almost pimplesbump gone gone i hope i finish medic day wont come back the downsid cost thank doctor gave discount card manufactur allow buy per month otherwis day suppli,1.0000000447034836
Avonex,I have been an MS patient since I was I am now I have been using Avonex for years now and am so happy with the results I take it before I go to bed at night on a weekend I also take a couple of Tylenol with codeine and usually only have a slight headache when I wake up in the morning I do get a lot of migraines but who knows if that has anything to do with the medication or the fact that I have Multiple Sclerosis Avonex has worked wonders for me I usually only have an MS attack on average every to years and they arent usually that severe I have relapsing and remitting MS I would recommend Avonex to anyone who is newly diagnosed It has changed my life,8,i ms patient sinc i i i use avonex year happi result i take i go bed night weekend i also take coupl tylenol codein usual slight headach i wake morn i get lot migrain know anyth medic fact i multipl sclerosi avonex work wonder i usual ms attack averag everi year arent usual sever i relaps remit ms i would recommend avonex anyon newli diagnos it chang life,0.8116769162006676
Skyla,I had the Skyla placed a month ago My Doc said I would experience some slight cramping during insertion and light cramps throughout the evening I havent had children amp have a tilted uterus odds against my favor The doctor clamped my uterus pulled it straight to allow for placement amp manually dilated my cervix with another tool The pain was excruciating I was so miserable that I was holding my breath accidentally amp nearly passed out She told me to take Ibuprofen for pain After bawling my eyes out mins driving home I took Ibuprofen but no help I called the MD back and she said this was quotokayquot since I had a tilted uterus and never had children bad answer Now its been in for a month amp cramps are rare amp tolerable,4,i skyla place month ago my doc said i would experi slight cramp insert light cramp throughout even i havent children amp tilt uteru odd favor the doctor clamp uteru pull straight allow placement amp manual dilat cervix anoth tool the pain excruci i miser i hold breath accident amp nearli pass she told take ibuprofen pain after bawl eye min drive home i took ibuprofen help i call md back said quotokayquot sinc i tilt uteru never children bad answer now month amp cramp rare amp toler,-0.054883823543787014
Oxycodone,Had disc replaced L S with laminectomy plus rods and screws inserted pain was unbearable while taking Vicodin Finally was prescribed mg oxycodone times a day I am doing things I havent been able to do in years Excellent when taken as prescribed,9,had disc replac l s laminectomi plu rod screw insert pain unbear take vicodin final prescrib mg oxycodon time day i thing i havent abl year excel taken prescrib,0.9975350189954042
Plan B,Plan B definitely helps with not getting pregnant but the emotional level is TERRIBLE I react super bad to hormones so this has been a nightmare,3,plan b definit help get pregnant emot level terribl i react super bad hormon nightmar,-0.1678744766861201
Focalin XR,I was diagnosed with ADD when I was seven I think I had behavior issues in my second grade class and I drove my teacher nuts with my constant distractions and my lack of focus Little things like small talk and excessive noises triggered my symptoms and I was put on Ritalin LA when I was eight Ritalin was awful for me I didnt sleep very well at all I had periods of insomnia and when I would sleep it was very prolonged in hours of sleep I was getting Finally after a couple of years suffering with this Ritalin I talked with my doctor about trying a new medicine called Focalin XR when I was and I am almost now Focalin XR has been really wonderful for me My focus is better It does cause diarrhea and mood swings,8,i diagnos add i seven i think i behavior issu second grade class i drove teacher nut constant distract lack focu littl thing like small talk excess nois trigger symptom i put ritalin la i eight ritalin aw i didnt sleep well i period insomnia i would sleep prolong hour sleep i get final coupl year suffer ritalin i talk doctor tri new medicin call focalin xr i i almost focalin xr realli wonder my focu better it caus diarrhea mood swing,0.9490111947059632
Ethinyl estradiol / levonorgestrel,Ive been using Alesse for about years now It was the first BC pill that I was prescribed I was hesitant to use hormonal contraceptives because of mood swings and spotting However with Alesse I experienced neither of those side effects I cant say it made my skin any clearer I dont have severe acne but it didnt clear up my pimples One side effect I did experience was weight gain I am normally about pounds but on the pill I gain about pounds I just feel very bloated However when I stop the pill temporarily the week of my period I go back to my regular weight I realized I could manage this by just watching what I eat and I exercise a bit more Overall I am pretty satisfied with Alesse,8,ive use aless year it first bc pill i prescrib i hesit use hormon contracept mood swing spot howev aless i experienc neither side effect i cant say made skin clearer i dont sever acn didnt clear pimpl one side effect i experi weight gain i normal pound pill i gain pound i feel bloat howev i stop pill temporarili week period i go back regular weight i realiz i could manag watch i eat i exercis bit overal i pretti satisfi aless,0.8775553099811078
Loestrin 24 Fe,Since being diagnosed with Epilepsy I was put on pills to prevent seizures which did not help until I was also put on Loestrin Fe So far no seizures I believe its related to a hormonal imbalance and the Birth Control definitely helps I have not had any bad symptoms at all No nausea no mood swings I have tried every single Birth Control I could think of and this is the only one I like by far I plan to stay on it for another months and try for baby,9,sinc diagnos epilepsi i put pill prevent seizur help i also put loestrin fe so far seizur i believ relat hormon imbal birth control definit help i bad symptom no nausea mood swing i tri everi singl birth control i could think one i like far i plan stay anoth month tri babi,0.9183769952505827
Sertraline,I was on the sertraline for years After developing a strange phobia with severe anxiety suicidal thoughts and major depression this medication probably saved my life However it only brought me back halfway I still was depressed and still suffered from anxiety attacks just not as much After a couple of years I believed it stopped working even after increasing the dose so I stopped taking it,6,i sertralin year after develop strang phobia sever anxieti suicid thought major depress medic probabl save life howev brought back halfway i still depress still suffer anxieti attack much after coupl year i believ stop work even increas dose i stop take,0.8947860427200794
Ethinyl estradiol / norethindrone,Only thing I can say about the Loestrin FE is AWESOME I have been on these pills for yrs now and in the beginning my period lasted to days and as time went on it decreased even more and went to hrs and my period was over Later on it changed again and I came on and was off in hrs Today I havent had a period at all I know in yrs I love these pills but the only downfall is even though I dont come on I still have the mood swings irritating moments feeling strange headaches etc but at the time when my period would have been ending thats when everything goes away I did used to worry in the beginning when I completely stopped having a period but now I know its just the way these pills are with my body,10,onli thing i say loestrin fe awesom i pill yr begin period last day time went decreas even went hr period later chang i came hr today i havent period i know yr i love pill downfal even though i dont come i still mood swing irrit moment feel strang headach etc time period would end that everyth goe away i use worri begin i complet stop period i know way pill bodi,0.9999999850988388
Concerta,For me who is about to be years old I found that I had a shorter fuse than normal couldnt finish anything no energy no focus Went in to talk with a doctor and he tested me and found that I too was ADHD I cannot tell you that I was shocked He said it was bad enough to warrant mg starting point I started it on a Thursday and by Sunday I had lost lbs already Not that I didnt like losing that much but not the way it happened I have been so nauseated Now days are not too bad but I feel like I am crashing at night and also very nauseated at night still I cannot take this anymore I will actually go back to the way I was before I will keep up with this For my son at mg a day It is absolutely FANTASTIC for him,7,for year old i found i shorter fuse normal couldnt finish anyth energi focu went talk doctor test found i adhd i tell i shock he said bad enough warrant mg start point i start thursday sunday i lost lb alreadi not i didnt like lose much way happen i nauseat now day bad i feel like i crash night also nauseat night still i take anymor i actual go back way i i keep for son mg day it absolut fantast,0.9019806206226348
Junel Fe 1 / 20,Continued I experienced some breast tenderness and slight breast growth I aint complaining about that Im currently in my second pack and experiencing no side effects at all I am very happy with this medication and impressed with how well it worked out for me despite all the negative reviews Dont let the reviews frighten you everyones BODYS are different so try it out for yourself good luck,10,continu i experienc breast tender slight breast growth i aint complain im current second pack experienc side effect i happi medic impress well work despit neg review dont let review frighten everyon bodi differ tri good luck,0.9999999552965164
Levonorgestrel,I chose Mirena because I was having heavy periods with severe cramping along with terrible acnepms symptoms I am years old and have never had children I was very nervous before the procedure because of reading many terrible reviews First off placement was the most painful experience thus far Not even exaggerating Ive got a very high pain tolerance and I thought I was going to pass out I left the office in some serious paincramping and it continued for about a day I spotted for about a week along with minor cramps Its now been months and I have not had any spottingcramping or periods My mood is better and for the first time in years I havent had any acne breakouts Also zero weight gain I love Mirena best choice ever,9,i chose mirena i heavi period sever cramp along terribl acnepm symptom i year old never children i nervou procedur read mani terribl review first placement pain experi thu far not even exagger ive got high pain toler i thought i go pass i left offic seriou paincramp continu day i spot week along minor cramp it month i spottingcramp period my mood better first time year i havent acn breakout also zero weight gain i love mirena best choic ever,0.9492680877447128
Alprazolam,It makes any impossible situation more possible it controls violence rage temper anger towards others Post Traumatic Stress Disorder panic attacks and keeps you calm The best,10,it make imposs situat possibl control violenc rage temper anger toward other post traumat stress disord panic attack keep calm the best,0.9999999850988388
Imdur,I was put on this medication along with a very low dose ACE inhibitor that controls my blood pressure The Imdur ER is being used to alleviate my chest pain and it has done so completely I have not have one single flair up at all since starting it The only down fall is the headache that I have had I am going to call my cardiologist today to see if I can take anything for that I still give it a even with the headache because the chest pain was worse than the headache,10,i put medic along low dose ace inhibitor control blood pressur the imdur er use allevi chest pain done complet i one singl flair sinc start the fall headach i i go call cardiologist today see i take anyth i still give even headach chest pain wors headach,1.0000000447034836
Xanax,Its amazing how many symptoms come about because of anxiety chest pain chest squeezing dizziness lightheaded feelings feeling faint sweating nausea heart palpitations I could go on Xanax is practically a miracle drug It stops most of these symptoms cold after about minutes of taking it You feel better and you look back at one hour ago and youre bewildered that stress and anxiety caused you to feel so badly,9,it amaz mani symptom come anxieti chest pain chest squeez dizzi lighthead feel feel faint sweat nausea heart palpit i could go xanax practic miracl drug it stop symptom cold minut take you feel better look back one hour ago your bewild stress anxieti caus feel badli,0.9435394942760468
Diazepam,After taking Chantix for smoking cessation I fell into a spiral of severe degravepression I didnt feel like leaving my home other than going to work I gained pounds and felt my life was hopeless I had always felt like an extrovert trapped in an intraverts body I stumbled upon Valium when my husband gave me one for muscle cramps The effects were amazing I no longer felt trapped in I my prison of isolation and misery A word of caution though this drug is addictive and should be taken in small amounts and withdrawal should be done slowly and under medical supervision It is a shame Valium has such a bad rap,9,after take chantix smoke cessat i fell spiral sever degravepress i didnt feel like leav home go work i gain pound felt life hopeless i alway felt like extrovert trap intravert bodi i stumbl upon valium husband gave one muscl cramp the effect amaz i longer felt trap i prison isol miseri a word caution though drug addict taken small amount withdraw done slowli medic supervis it shame valium bad rap,0.994854561239481
Bisacodyl,I have been constipated for about a week and tried eating everything possible that will help me go even Mexican food and still nothing I tried Miralax and couldnt go so I tried chocolate laxatives and nothing and tried Dulcolax suppositories Im so beyond nauseated which is better than having cramps but I still feel constipated even though I went a little At least the Dulcolax helped me go within minutes and Im glad I was on the toilet when it happened,6,i constip week tri eat everyth possibl help go even mexican food still noth i tri miralax couldnt go i tri chocol lax noth tri dulcolax suppositori im beyond nauseat better cramp i still feel constip even though i went littl at least dulcolax help go within minut im glad i toilet happen,0.8517203748226166
Miconazole,Used the day Monistat Intense itchingburning as soon as I used the applicator Worst pain I have ever felt What the hell is Monistat trying to do Ive used before and it did not do this Im calling my Doctor for Diflucan This stuff is awful,1,use day monistat intens itchingburn soon i use applic worst pain i ever felt what hell monistat tri ive use im call doctor diflucan thi stuff aw,-0.07126983776688577
Escitalopram,I was diagnosed with GAD and PD and then given this generic brand of Lexapro Since this drug more potent than other SSRIs I was relying on its efficiency to work quickly and with little side effects I took mg of this every morning The first two weeks I noticed an improvement in my mood But I was feeling drowsy a side effect that made me lack energy and feel too foggy headed By the third week I was experiencing an increase in anxiety extreme mood fluctuations stronger feelings of fear lack of appetite and more symptoms of a panic attack I talked to my therapist after days of this continued torture and was advised to quit the Lexapro It just isnt for me Everyone experiences SSRIs differently Keep looking,3,i diagnos gad pd given gener brand lexapro sinc drug potent ssri i reli effici work quickli littl side effect i took mg everi morn the first two week i notic improv mood but i feel drowsi side effect made lack energi feel foggi head by third week i experienc increas anxieti extrem mood fluctuat stronger feel fear lack appetit symptom panic attack i talk therapist day continu tortur advis quit lexapro it isnt everyon experi ssri differ keep look,0.047105520218610725
Nortrel 1 / 35,They switched me from Necon to Nortrel saying it was the quotsamequot Within the first week I knew it was bad for my body My acne got worse and hurt and my doctor said it should be helping my acne get better Since I started months ago with Nortrel I have had dry eyes and now I have a hard time seeing far away which my eye doctor said is due to dry eyes since I have vision I was on Necon for years and was so upset they switched me Im stopping the pill completely now and Im worried about side effects of going off but its not worth the dry eyes and other bad side effects Very disappointed,2,they switch necon nortrel say quotsamequot within first week i knew bad bodi my acn got wors hurt doctor said help acn get better sinc i start month ago nortrel i dri eye i hard time see far away eye doctor said due dri eye sinc i vision i necon year upset switch im stop pill complet im worri side effect go worth dri eye bad side effect veri disappoint,-0.14362465366721155
Morphine,Stops the pain,10,stop pain,0.9999999850988388
Loestrin 24 Fe,I was on this pill after I finished breast feeding and I had lots of problems with breakthrough bleeding every month I was on Lo Ovral for years prior to having a baby and didnt experience the problems I have with Loestrin,5,i pill i finish breast feed i lot problem breakthrough bleed everi month i lo ovral year prior babi didnt experi problem i loestrin,0.8410242386162281
Suvorexant,Did not help me go to sleep but relaxed me But I got a headache that seemed to increase during my day trial I do not like it and will not get any more,1,did help go sleep relax but i got headach seem increas day trial i like get,-0.05755308014340699
Methylphenidate,I am very happy with Concerta I am years old and started taking this about months ago Before I took this I had a lot of trouble in school with paying attention and focusing and after I took it I noticed an immediate difference and it was so much easier to focus and pay attention Another really positive feedback from Concerta is that it helps me engage in conversation more because I am more focused and I dont interrupt people like I used to Also it helps me think things through more,9,i happi concerta i year old start take month ago befor i took i lot troubl school pay attent focus i took i notic immedi differ much easier focu pay attent anoth realli posit feedback concerta help engag convers i focus i dont interrupt peopl like i use also help think thing,0.9019289761316032
Exenatide,I started Bydueron weeks ago I was fine the first weeks On week I became extremely ill Vomiting explosive diarrhea gas pains and bloating like never before long flatulence every few minutes how embarrassing and sulfurtasting belching like rotten eggs Endo dr said it wasnt the med I went to my primary doctor because I wasnt sure if it was a virus All of my tests came back negative Third week same thing I decided not to take the injection and notified endo She told me to stop metformin and resume shot Last week had shot and condition worsened She finally told me to stop the injections Its been four weeks of suffering Not worth it This stuff is poison to me,1,i start bydueron week ago i fine first week on week i becam extrem ill vomit explos diarrhea ga pain bloat like never long flatul everi minut embarrass sulfurtast belch like rotten egg endo dr said wasnt med i went primari doctor i wasnt sure viru all test came back neg third week thing i decid take inject notifi endo she told stop metformin resum shot last week shot condit worsen she final told stop inject it four week suffer not worth thi stuff poison,-0.06374969896860422
Risperidone,After taking Risperidone for months to relieve my panic fear and irrational thoughts associated with my PTSD I encountered very little relief What I did gain was the WEIGHT I gained lbs in months with no change in eating habits After voicing this concern to my doctor I was taken off the medication with no withdrawal effects and in months time I lost lbs with no exercise and eating a healthier low glycemic index diet,4,after take risperidon month reliev panic fear irrat thought associ ptsd i encount littl relief what i gain weight i gain lb month chang eat habit after voic concern doctor i taken medic withdraw effect month time i lost lb exercis eat healthier low glycem index diet,0.8115845620632172
Clonazepam,I have PTSD OCD severe bipolar and severe borderline personality disorder along with severe panic attacks and constant anxiety I was taken off of mg Xanax taken four times a day over years which enabled me to live a quotnormalquot life I was prescribed klonopin instead While it does help tremendously with the panic and anxiety for me anyway Xanax worked much better I am on a slew of other meds for the other disorders I have Just commenting on klonopin,7,i ptsd ocd sever bipolar sever borderlin person disord along sever panic attack constant anxieti i taken mg xanax taken four time day year enabl live quotnormalquot life i prescrib klonopin instead while help tremend panic anxieti anyway xanax work much better i slew med disord i just comment klonopin,0.9022289469838143
Nexplanon,First had implanon then got Nexplanon had a period first month and I have not had one since Im due to remove it next year I do notice spotting sometimes for a day but it honestly usually coincides with when Im stressed Had some weight gain also So far the best BC Ive had in all my years I plan on trying for a baby next year then I will be back on it,9,first implanon got nexplanon period first month i one sinc im due remov next year i notic spot sometim day honestli usual coincid im stress had weight gain also so far best bc ive year i plan tri babi next year i back,0.9122708916664124
Sprintec,I was on Sprintec for months as my first birth control ever and overall I liked it Shorter periods less cramps great skin so cheap and never any spotting only when I skipped my period on purpose I spotted a week later for weeks Only problem is I gained about pounds and my breasts got HUGE Mine were already big and kept growing so I had to switch to a lower dose I would definitely recommend this birth control to anyone,9,i sprintec month first birth control ever overal i like shorter period less cramp great skin cheap never spot i skip period purpos i spot week later week onli problem i gain pound breast got huge mine alreadi big kept grow i switch lower dose i would definit recommend birth control anyon,0.9261179193854332
Viberzi,Why would one take a medication for abdominal pain when one of the side effects is abdominal pain,5,whi would one take medic abdomin pain one side effect abdomin pain,0.9110306813381612
Sprintec,Ive only been on this form of birth control for less than weeks but so far so good Its my first form of the pill Ive taken and I feel just normal as ever Only its nice to not have to worry about creating a little human all the time since I am very sexually active being married and all I take it at am every day I wanted to add this because lots of reviews on here say they take it at night and feel horrible all night or next morning So maybe thats because they take it at night Of course I dont know But they say not to take this pill on bed rest or anything so maybe Ill keep yall updated if anything bad happens But so far Im lovin it,10,ive form birth control less week far good it first form pill ive taken i feel normal ever onli nice worri creat littl human time sinc i sexual activ marri i take everi day i want add lot review say take night feel horribl night next morn so mayb that take night of cours i dont know but say take pill bed rest anyth mayb ill keep yall updat anyth bad happen but far im lovin,1.0000000484287739
Risperdal,I take Risperdal to treat my schizophrenia but I also suffer from paranoia I know Risperdal is not used to directly treat my paranoia but its done nothing for my schizophrenia either The voices and hallucinations are still prominent,1,i take risperd treat schizophrenia i also suffer paranoia i know risperd use directli treat paranoia done noth schizophrenia either the voic hallucin still promin,-0.022389304637908947
Ocella,Ive been taking Ocella for months and so far everything is going great I feel normal my period comes on time every month and my period is not as heavy Occasionally I feel nauseous around my period but that sideeffect occurs with or without birth control I would recommend this oral contraceptive to anyone who is between late teens and early twenties,9,ive take ocella month far everyth go great i feel normal period come time everi month period heavi occasion i feel nauseou around period sideeffect occur without birth control i would recommend oral contracept anyon late teen earli twenti,0.9144077803939581
Amoxicillin / clavulanate,I started Augmentin on Thursday morning because I had typhoid My doctor insisted it will clear it and make me feel better Since Thursday I have experience extreme diarrhea nausea and body pains I wake up times during the night to vomit and stool Both happens simultaneously and as at this morning of the fourth day I feel like I might never get better I am going to stop it I have no more strength to even puke or sit up I cant lie on my belly or back either and my two sides are aching seriously due to the constant support,2,i start augmentin thursday morn i typhoid my doctor insist clear make feel better sinc thursday i experi extrem diarrhea nausea bodi pain i wake time night vomit stool both happen simultan morn fourth day i feel like i might never get better i go stop i strength even puke sit i cant lie belli back either two side ach serious due constant support,-0.061991051584482204
Ethinyl estradiol / levonorgestrel,I took quasense for about years and the first two years I loved it I have tried at least birth controls oral contraceptive form and this one was the first to finally work for me However within the past year I have had some awful things happening to me and my obgyn thinks it is due to the estrogen in the pill I had a weight gain of pounds within a week amp a half During this time I was exercising amp barely eating to try and get back down to my normal weight However I only continued to gain weight I have had so much hair loss this year amp now have distinct bald spots Crazy mood swings Ive had my period for months straight now amp Im extremely tired Today I had the IUD quotskylaquot inserted so I hope everything improves soon,6,i took quasens year first two year i love i tri least birth control oral contracept form one first final work howev within past year i aw thing happen obgyn think due estrogen pill i weight gain pound within week amp half dure time i exercis amp bare eat tri get back normal weight howev i continu gain weight i much hair loss year amp distinct bald spot crazi mood swing ive period month straight amp im extrem tire today i iud quotskylaquot insert i hope everyth improv soon,0.8285795807838441
Liraglutide,I am and for years I have struggled with my weight It wasnt super serious until I got in a relationship I gained nearly kg in under a year At my heaviest I was kg I see a personal trainer go to Zumba and I thought I was eating well nothing helped me shed the weight I got tested for thyroid issues and PCOS neither explained my inability to shed the Kgs I started this drug about days ago My starting weight was kg I now weigh kg It has completely changed how I view food what I crave and made me realise that whilst the foods I was previously eating were good foods I was eating far too much because my body had forgotten how to recognise true hunger I am so excited it is so worth the money,10,i year i struggl weight it wasnt super seriou i got relationship i gain nearli kg year at heaviest i kg i see person trainer go zumba i thought i eat well noth help shed weight i got test thyroid issu pco neither explain inabl shed kg i start drug day ago my start weight kg i weigh kg it complet chang i view food i crave made realis whilst food i previous eat good food i eat far much bodi forgotten recognis true hunger i excit worth money,1.0000000223517418
Ethinyl estradiol / norelgestromin,Have been on the patch for months now amp its just awful I feel nauseous all the time amp get headaches and the dizziness that comes along with it My periods are heavy amp have painful cramping some in between bleeding,1,have patch month amp aw i feel nauseou time amp get headach dizzi come along my period heavi amp pain cramp bleed,-0.07327501722611487
Plan B,Ladies please be smart and use BC and condoms Plan B does not stop a pregnancy if egg fertilization has occurred I recently took a plan B hours after having sex but it was too late Plan B unfortunately didnt work for me Take immediately if you suspect you might be pregnant dont waitan most importantly use all methods of BC,5,ladi pleas smart use bc condom plan b stop pregnanc egg fertil occur i recent took plan b hour sex late plan b unfortun didnt work take immedi suspect might pregnant dont waitan importantli use method bc,0.9199734861031175
Simponi,Well it has been about days since I have taken my first shot of Simponi I started on Saturday August I also stopped taking prednisone that day I feel real good I go to the Doctor on the rd of September I would like to start cutting back on the methotrexate I will update next month,8,well day sinc i taken first shot simponi i start saturday august i also stop take prednison day i feel real good i go doctor rd septemb i would like start cut back methotrex i updat next month,0.825633301306516
Avelox,I had a terrible case of Chronic Prostatitis caused by enterococcus All antibiotics that this bacteria was sensitive to would not enter the protaste gland properly My doctor prescribed others antibiotics before Avelox Thank God Avelox killed this nasty infection I had to take it for weeks After the second week I was feeling normal again after months of fighting Magic little red pills,10,i terribl case chronic prostat caus enterococcu all antibiot bacteria sensit would enter protast gland properli my doctor prescrib other antibiot avelox thank god avelox kill nasti infect i take week after second week i feel normal month fight magic littl red pill,0.9999999925494194
Euflexxa,After years of astounding results from Supartz I had to miss injections due to having ObamaCare where my policy was not accepted by my Ortho MD for months Medicare is accepted and I returned for my semiannual injection series wherein he told me he has seen slightly better results with Euflexxa After the first injection I noticed significant swelling associated with an increase in pain from zero to After the second injection the swelling had increased and pain worsened to a with my inability to climb stairs The third injection was followed by a steroid to help reduce the swelling and an infection was ruled out I am now scheduled for an MRI Supartz works Euflexxa does not,2,after year astound result supartz i miss inject due obamacar polici accept ortho md month medicar accept i return semiannu inject seri wherein told seen slightli better result euflexxa after first inject i notic signific swell associ increas pain zero after second inject swell increas pain worsen inabl climb stair the third inject follow steroid help reduc swell infect rule i schedul mri supartz work euflexxa,0.5565636664628982
Diclofenac,This is an AMAZING product I STRONGLY RECOMMEND TRYING IT Truly a must try,9,thi amaz product i strongli recommend tri it truli must tri,0.9009945693891496
Gabapentin,This is my miracle I was put on it in Germany and had to go off it until I had insurance again I suffer from depression and anxiety Often I would find myself stuck in a daydream world because of all the things going on in my life including my partner of years I would have no energy and just feel so low Finally I had insurance and was put on mg a day I feel so much better I feel like I can handle life and set goals for myself I dont feel anxiety I dont sit here and think of the negative and focus on a positive life I am more fun and interactive with my son It literately saved my life I dont know why,10,thi miracl i put germani go i insur i suffer depress anxieti often i would find stuck daydream world thing go life includ partner year i would energi feel low final i insur put mg day i feel much better i feel like i handl life set goal i dont feel anxieti i dont sit think neg focu posit life i fun interact son it liter save life i dont know,0.9999999850988388
Dimenhydrinate,During a migraine attack I took a Dramamine to help me sleep as yes it packs a wallop in the drowsy department It did make me a little drowsy but what was more interesting is that my migraine went from a quotquot to a quotquot on the pain scale Now when I start to get migraine symptoms I take an Excedrin and a Dramamine The combination works tremendously for me,9,dure migrain attack i took dramamin help sleep ye pack wallop drowsi depart it make littl drowsi interest migrain went quotquot quotquot pain scale now i start get migrain symptom i take excedrin dramamin the combin work tremend,0.910336135327816
Benztropine,After days of taking this I got blurred vision,3,after day take i got blur vision,-0.05421266332268718
Bupropion / naltrexone,I waited to start until today since I am off work today Ive never been on a prescription before Outside of antibiotics for cold fluetc I didnt feel anything until around an hour My throat got extremely dry and I had an insatiable thirst I drank glass after glass of water for at least two hours I also had to use the restroom every min which is a concern for days I have to work I drive long distances for work At the second hour I had a crazy burst of energy and started deep cleaning my entire house After I finished I felt tired so I laid in my bed I was in it for min but could not go to sleep I got up and ate two pizza slices which is normal for me I guess it takes a while before your appetite is suppressed,6,i wait start today sinc i work today ive never prescript outsid antibiot cold fluetc i didnt feel anyth around hour my throat got extrem dri i insati thirst i drank glass glass water least two hour i also use restroom everi min concern day i work i drive long distanc work at second hour i crazi burst energi start deep clean entir hous after i finish i felt tire i laid bed i min could go sleep i got ate two pizza slice normal i guess take appetit suppress,0.848079551756382
